1.70072	0.0302137
1.7025	0.0296728
1.70428	0.0296784
1.70873	0.0296923
1.71184	0.029702
1.71318	0.0297062
1.71718	0.0324509
1.72163	0.0324648
1.72608	0.0330252
1.73831	0.0390743
1.74232	0.0352617
1.73476	0.036331
1.73231	0.0363233
1.72919	0.0363136
1.74054	0.036349
1.74521	0.0412816
1.74561	0.0471845
1.74561	0.0519933
1.74542	0.0581129
1.74542	0.072102
1.74577	0.0786605
1.74576	0.088278
1.74576	0.096584
1.74576	0.105327
1.74575	0.11101
1.74593	0.11888
1.7461	0.125438
1.7461	0.132432
1.74752	0.136808
1.7493	0.130693
1.74931	0.125885
1.74931	0.120639
1.74931	0.113644
1.75145	0.117148
1.75127	0.122394
1.75126	0.127639
1.7509	0.135944
1.7509	0.142939
1.7509	0.148185
1.75089	0.156491
1.75089	0.16742
1.75142	0.164798
1.75143	0.157804
1.75143	0.149935
1.75179	0.142504
1.75179	0.133761
1.7518	0.12939
1.7518	0.117586
1.75198	0.109281
1.75199	0.101412
1.75217	0.0948553
1.75218	0.0804291
1.75272	0.067316
1.75326	0.0590117
1.75485	0.0695085
1.75485	0.0747544
1.75538	0.0821877
1.75591	0.0878725
1.75769	0.0944354
1.75929	0.087883
1.7609	0.079582
1.76179	0.071716
1.7618	0.0638471
1.76216	0.0581652
1.76287	0.054233
1.76448	0.0489921
1.76626	0.0476862
1.7675	0.0468157
1.77035	0.045076
1.77462	0.0433407
1.77747	0.0437868
1.78068	0.0437968
1.78495	0.0494932
1.78494	0.0569248
1.78494	0.0652308
1.78743	0.0652386
1.78885	0.0674289
1.7901	0.0683071
1.79241	0.0691886
1.79455	0.0691953
1.79722	0.0700779
1.7981	0.0762009
1.79917	0.0801387
1.80149	0.0718399
1.80149	0.0661569
1.80132	0.0617847
1.80132	0.0526044
1.80168	0.0486711
1.80346	0.0421193
1.80453	0.0351281
1.80543	0.0320707
1.80863	0.0303321
1.81219	0.0281574
1.81646	0.0281708
1.82056	0.029495
1.82394	0.0299428
1.83373	0.0308477
1.84975	0.0361436
1.85562	0.0326646
1.86328	0.0318142
1.86737	0.03445
1.86897	0.0466954
1.87609	0.0379745
1.87947	0.0388593
1.88232	0.0388682
1.88748	0.0419445
1.89175	0.0450179
1.89673	0.0529023
1.89815	0.0555297
1.89958	0.0581571
1.90118	0.0625337
1.90242	0.0695321
1.90366	0.0734704
1.90634	0.0642985
1.90829	0.0638674
1.91061	0.0695577
1.91096	0.0734932
1.91185	0.0774304
1.91185	0.0813648
1.91273	0.0874878
1.91398	0.0931748
1.91397	0.0971092
1.91486	0.101046
1.91486	0.103669
1.91628	0.104985
1.91736	0.0984312
1.91771	0.091875
1.91843	0.0853198
1.91968	0.0813893
1.92057	0.0813921
1.92092	0.0848905
1.92217	0.0888288
1.92217	0.0905774
1.92484	0.0792196
1.92573	0.0792224
1.92858	0.0822914
1.92965	0.0822947
1.92965	0.0822947
1.93	0.0822959
1.93534	0.0827497
1.93837	0.0862564
1.94121	0.0897626
1.9421	0.0941369
1.94477	0.100265
1.94548	0.106388
1.94885	0.121699
1.9476	0.124755
1.94617	0.136554
1.94759	0.148799
1.94722	0.16847
1.94722	0.181585
1.94721	0.199945
1.94738	0.218307
1.94772	0.236668
1.94789	0.248035
1.94788	0.26727
1.94788	0.284319
1.94787	0.303991
1.94786	0.322352
1.94696	0.336338
1.94802	0.353391
1.94801	0.370003
1.94764	0.388799
1.94764	0.402788
1.94834	0.415031
1.94816	0.429457
1.94814	0.457872
1.94813	0.48585
1.94811	0.511642
1.94899	0.536563
1.9488	0.568038
1.94879	0.58771
1.94877	0.613065
1.94784	0.691751
1.94818	0.718856
1.9488	0.908148
1.94911	0.998203
1.9518	0.954496
1.95183	0.906846
1.95113	0.884111
1.95167	0.855698
1.95205	0.808486
1.95262	0.740728
1.95177	0.67384
1.95072	0.636678
1.95304	0.616576
1.95305	0.597778
1.95271	0.577668
1.95183	0.554496
1.95184	0.536135
1.95239	0.511656
1.9524	0.485426
1.95206	0.461381
1.95011	0.437332
1.9519	0.417665
1.95191	0.39231
1.95193	0.361272
1.95373	0.319747
1.95161	0.289577
1.95163	0.254167
1.95343	0.2192
1.95344	0.197779
1.95399	0.167617
1.95401	0.133518
1.95402	0.115158
1.95671	0.0627071
1.96008	0.0889472
1.96062	0.0758341
1.96241	0.060102
1.96544	0.0500568
1.9706	0.0474499
1.97684	0.0465951
1.98093	0.0461707
1.98592	0.042689
1.99054	0.0422663
1.99232	0.0435833
1.99481	0.048837
1.99837	0.0589028
2.00087	0.0462329

